Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Indicator,OrderVal
2019-10-01 00:00:00-04:00,42.0166165167442,42.81292750022033,42.0166165167442,42.22240447998047,11575200,0.0,0.0,TSM,-1,116.03527981594499
2019-10-02 00:00:00-04:00,41.79293570076976,41.99872367482872,41.45293995917606,41.54241180419922,5785200,0.0,0.0,TSM,1,56.55405605649035
2019-10-03 00:00:00-04:00,41.56030221043968,42.177666063610886,41.372409309013456,42.16872024536133,6091600,0.0,0.0,TSM,0,73.25044056839421
2019-10-04 00:00:00-04:00,42.079250968876615,42.45504023819087,41.85556793644477,42.42819595336914,5704200,0.0,0.0,TSM,0,139.40263727777176
2019-10-07 00:00:00-04:00,42.70555503698843,43.08134422618003,42.43713613792671,42.90239715576172,11059000,0.0,0.0,TSM,-1,185.05513425453609
2019-10-08 00:00:00-04:00,43.17977114513709,43.305036510522235,42.58924807513598,42.82188034057617,13089700,0.0,0.0,TSM,-1,151.02003557269742
2019-10-09 00:00:00-04:00,43.12607871465625,43.89554870282254,43.09923443644558,43.55554962158203,11033100,0.0,0.0,TSM,-1,29.552493201645223
2019-10-10 00:00:00-04:00,43.76133697761769,44.19080787891473,43.385551218907025,43.779232025146484,9566500,0.0,0.0,TSM,-1,73.48246737900443
2019-10-11 00:00:00-04:00,44.24449564663909,44.5487046464154,44.13712876822731,44.2176513671875,7499100,0.0,0.0,TSM,0,59.92950599510235
2019-10-14 00:00:00-04:00,44.217650559596144,44.85291282699792,44.11028368314532,44.656070709228516,7974000,0.0,0.0,TSM,-1,187.54889568219926
2019-10-15 00:00:00-04:00,44.91554673622014,45.30922758445651,44.835020720315924,45.08554458618164,9323200,0.0,0.0,TSM,-1,89.55015731206542
2019-10-16 00:00:00-04:00,45.040809620898905,45.74764872953513,44.79923156808152,44.8529167175293,13615700,0.0,0.0,TSM,-1,127.96332808021192
2019-10-17 00:00:00-04:00,45.75660132924235,45.819232306314454,44.07450394169896,44.51292419433594,12410200,0.0,0.0,TSM,-1,139.64549767778942
2019-10-18 00:00:00-04:00,44.423445265978906,44.817126118144124,43.95818421534816,44.09239196777344,9169200,0.0,0.0,TSM,-1,137.41684245537488
2019-10-21 00:00:00-04:00,44.316077624838805,44.83502385542728,44.13713394421153,44.736602783203125,6538900,0.0,0.0,TSM,1,172.11834933898524
2019-10-22 00:00:00-04:00,45.00501419047478,45.47922442159781,44.89764731742846,45.30922317504883,10697300,0.0,0.0,TSM,0,50.48823395998855
2019-10-23 00:00:00-04:00,44.82607142619948,45.09449375425844,44.665019394616785,44.888702392578125,7118800,0.0,0.0,TSM,1,64.7016821817059
2019-10-24 00:00:00-04:00,45.17502530975638,45.676073102227804,44.9423930519957,45.58660125732422,7006600,0.0,0.0,TSM,1,136.12160396877334
