Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Indicator,OrderVal
2019-10-01 00:00:00-04:00,107.14459593387474,107.14459593387474,105.5118445355015,106.26472473144531,799100,0.0,0.0,SAP,-1,79.00581069884883
2019-10-02 00:00:00-04:00,104.18750295200506,104.33263256233248,102.44590610513193,103.09900665283203,702700,0.0,0.0,SAP,-1,37.675993157981665
2019-10-03 00:00:00-04:00,103.4527708047782,104.55940573689362,102.40055169230308,104.41427612304688,505500,0.0,0.0,SAP,-1,156.57444271309117
2019-10-04 00:00:00-04:00,104.29635432701137,104.68640009914546,103.79745615783149,104.65011596679688,803700,0.0,0.0,SAP,-1,41.68489926498677
2019-10-07 00:00:00-04:00,103.47090357362319,104.35984749506079,103.47090357362319,103.8881607055664,637700,0.0,0.0,SAP,0,77.85275322360192
2019-10-08 00:00:00-04:00,103.29855922383555,103.80653016229925,102.31891532067202,102.40962219238281,797800,0.0,0.0,SAP,1,39.09872479764315
2019-10-09 00:00:00-04:00,105.08550896946008,105.89281186178258,104.84059973311669,105.26692962646484,1061600,0.0,0.0,SAP,1,153.27809476180138
2019-10-10 00:00:00-04:00,104.2782050060379,105.36670817541456,103.91537061624568,104.541259765625,1062100,0.0,0.0,SAP,-1,36.85633348482433
2019-10-11 00:00:00-04:00,114.03842776648754,116.01586814923367,113.81165711213818,114.47382354736328,2234300,0.0,0.0,SAP,1,86.57455838332875
2019-10-14 00:00:00-04:00,114.23797366603512,114.80036039382074,114.05655301151528,114.33775329589844,877700,0.0,0.0,SAP,0,169.3024233934735
2019-10-15 00:00:00-04:00,114.13819480757621,116.00678257857216,113.81164454772387,115.36275482177734,830900,0.0,0.0,SAP,0,54.539707752279725
2019-10-16 00:00:00-04:00,116.87758396587962,117.26762279155078,116.53288819176626,116.75965881347656,1091500,0.0,0.0,SAP,0,110.49198116560576
2019-10-17 00:00:00-04:00,117.87537097126298,118.02957333909255,116.42404724058305,116.65081787109375,972200,0.0,0.0,SAP,-1,185.60111570727025
2019-10-18 00:00:00-04:00,117.72117467141243,117.88445673110661,116.06121190959308,117.13157653808594,1655800,0.0,0.0,SAP,-1,107.2715060629892
2019-10-21 00:00:00-04:00,120.62382381186194,120.93224237292064,119.07272052847976,120.37892150878906,1210500,0.0,0.0,SAP,-1,10.64423627087233
2019-10-22 00:00:00-04:00,120.92317171421641,121.53091535771902,119.35392278872514,119.55348205566406,1092200,0.0,0.0,SAP,1,146.7040390560521
2019-10-23 00:00:00-04:00,118.74617129135942,119.58975135773133,118.70081439896752,119.42648315429688,709100,0.0,0.0,SAP,1,32.75905921828096
2019-10-24 00:00:00-04:00,119.25414385772082,119.89816471674173,119.18157559286273,119.54440307617188,809400,0.0,0.0,SAP,-1,113.77091696748809
2019-10-25 00:00:00-04:00,119.14530090684787,119.94352415524686,118.78245957486506,119.61697387695312,569200,0.0,0.0,SAP,0,143.57093141778202
2019-10-28 00:00:00-04:00,120.25194349214581,120.81433025897385,120.07959558850969,120.43335723876953,440900,0.0,0.0,SAP,1,94.47423548062
2019-10-29 00:00:00-04:00,119.59884885559987,120.12494459457325,119.42650094342684,119.49906921386719,513800,0.0,0.0,SAP,0,40.80046071965947
2019-10-30 00:00:00-04:00,119.97072246397627,121.09550970919653,118.9910717357483,120.85059356689453,485100,0.0,0.0,SAP,1,16.841727603764408
2019-10-31 00:00:00-04:00,120.39705842787052,120.86874521148754,119.96166269582909,120.26100158691406,413800,0.0,0.0,SAP,1,125.3082400308873
2019-11-01 00:00:00-04:00,121.48555899525782,121.78489789697933,120.91410640195429,121.26786804199219,1526900,0.0,0.0,SAP,0,105.676812694867
2019-11-04 00:00:00-05:00,122.44707435912288,122.66476530569793,121.79397383743603,121.97538757324219,468600,0.0,0.0,SAP,0,144.30101118097159
2019-11-05 00:00:00-05:00,121.15901254428405,121.2950693788218,120.33356417214144,121.14993286132812,486100,0.0,0.0,SAP,1,187.16431270205103
2019-11-06 00:00:00-05:00,122.32915282519532,122.65570309570955,121.9028229208856,122.55592346191406,457600,0.0,0.0,SAP,-1,176.62917322336898
2019-11-07 00:00:00-05:00,122.1840060143056,123.08202264289864,122.11143775574432,122.52870178222656,269200,0.0,0.0,SAP,1,108.77845945995395
2019-11-08 00:00:00-05:00,122.80991249284881,123.7623519897461,122.5559304724738,123.7623519897461,327000,0.0,0.0,SAP,-1,43.993915029601375
2019-11-11 00:00:00-05:00,123.32693173070928,124.37913681720775,123.32693173070928,124.07073211669922,448700,0.0,0.0,SAP,1,179.82949252964707
2019-11-12 00:00:00-05:00,123.1183059354413,123.58999271890734,122.61034194139206,122.79175567626953,582600,0.0,0.0,SAP,1,98.70682323705823
2019-11-13 00:00:00-05:00,121.97538461472065,122.28378934220882,121.66697988723247,121.82118225097656,450700,0.0,0.0,SAP,-1,25.43089411665892
2019-11-14 00:00:00-05:00,121.68511678423762,122.03887841997627,121.36764620092303,121.92096710205078,345400,0.0,0.0,SAP,-1,86.1249634827129
2019-11-15 00:00:00-05:00,121.79397838807033,123.04574290058956,121.62163048827168,122.89154052734375,383800,0.0,0.0,SAP,0,121.39294287865341
2019-11-18 00:00:00-05:00,121.73046309108001,123.16365503558669,121.24971049563547,122.61940002441406,731900,0.0,0.0,SAP,-1,188.90663955773792
2019-11-19 00:00:00-05:00,124.27936515100716,124.28844483400155,122.79175044284528,123.12738037109375,423600,0.0,0.0,SAP,1,47.00466857089809
2019-11-20 00:00:00-05:00,122.71919409397782,123.32695159241902,121.77583431667752,122.45614624023438,300900,0.0,0.0,SAP,0,13.295123285638265
2019-11-21 00:00:00-05:00,122.85525583067489,123.29971739678211,122.60127383833347,122.84617614746094,273500,0.0,0.0,SAP,0,88.78593226566011
2019-11-22 00:00:00-05:00,123.5718568589212,123.75327060798885,122.6557084294913,122.82805633544922,225800,0.0,0.0,SAP,-1,137.91118016788036
2019-11-25 00:00:00-05:00,123.17272342214501,123.58092160944774,122.81896180986811,123.12738037109375,278700,0.0,0.0,SAP,1,192.89358303514533
2019-11-26 00:00:00-05:00,122.82805167767671,123.23623605784562,122.33821934868895,122.7645492553711,660500,0.0,0.0,SAP,0,178.79995789494225
2019-11-27 00:00:00-05:00,122.39264672850861,123.01853592762662,122.02981923037328,122.82805633544922,443900,0.0,0.0,SAP,0,78.02874286583295
2019-11-29 00:00:00-05:00,122.87340949819102,123.5990644724052,122.8099070754075,123.31787109375,227700,0.0,0.0,SAP,0,26.350617950979423
2019-12-02 00:00:00-05:00,122.39264156468185,122.39264156468185,120.052380770777,121.05016326904297,626900,0.0,0.0,SAP,-1,179.12631751737965
2019-12-03 00:00:00-05:00,120.51497117291045,121.77581518618975,120.27005504343049,121.74860382080078,654800,0.0,0.0,SAP,0,189.12152459365555
2019-12-04 00:00:00-05:00,122.67385492267638,123.01853689632456,122.32915910804626,122.94596862792969,354600,0.0,0.0,SAP,-1,186.9576088869518
2019-12-05 00:00:00-05:00,122.93690075726958,122.98225765439109,122.00260680868976,122.3200912475586,486700,0.0,0.0,SAP,0,100.069926807227
2019-12-06 00:00:00-05:00,122.9187533654997,122.95504441903904,122.16587317584565,122.45614624023438,347100,0.0,0.0,SAP,-1,64.71542982657337
2019-12-09 00:00:00-05:00,122.56499909593066,122.9822631908587,122.2747398550531,122.32916259765625,227500,0.0,0.0,SAP,-1,39.447695271340805
2019-12-10 00:00:00-05:00,121.77582899858729,122.60127741829022,121.64883799870844,122.18401336669922,300600,0.0,0.0,SAP,1,134.83714042899243
2019-12-11 00:00:00-05:00,121.77583390620238,122.59220267532623,121.63977705834223,122.37451171875,262400,0.0,0.0,SAP,0,40.99535000964028
2019-12-12 00:00:00-05:00,122.52872241290497,124.17053974647553,122.28380622914564,123.9981918334961,680000,0.0,0.0,SAP,-1,139.02556292513742
2019-12-13 00:00:00-05:00,124.29753073511498,125.84864811063576,123.98004628063957,125.63094329833984,745400,0.0,0.0,SAP,1,123.9488097774536
2019-12-16 00:00:00-05:00,125.74885468663263,126.51986652717062,125.68535226630432,126.438232421875,497100,0.0,0.0,SAP,1,49.406355017357846
2019-12-17 00:00:00-05:00,123.18180886977686,123.24529744880786,121.46742346220853,121.58533477783203,1439300,0.0,0.0,SAP,0,171.75714428840283
2019-12-18 00:00:00-05:00,120.93226946639125,121.30416284581368,120.28823467395739,120.99575805664062,663700,0.0,0.0,SAP,0,146.23751483155064
2019-12-19 00:00:00-05:00,120.66919693490004,121.1227382340137,120.43336044211448,120.71455383300781,454100,0.0,0.0,SAP,1,104.84054173881833
2019-12-20 00:00:00-05:00,121.48555751884852,121.94817847087829,121.10458451428235,121.92096710205078,474300,0.0,0.0,SAP,1,113.86877595349138
